Date,High,Low,Open,Volume,Close
2022-04-05 13:00:00,46864.59,46348.41,46772.14,78078373.86,46422.03
2022-04-05 14:00:00,46464.38,45767.89,46422.03,126856990.86,45825.9
2022-04-05 15:00:00,45916.9,45706.66,45825.9,54535856.59,45771.26
2022-04-05 16:00:00,46026.5,45608.55,45771.26,71946714.91,45923.77
2022-04-05 17:00:00,46192.45,45903.58,45923.77,62767972.93,45973.65
2022-04-05 18:00:00,45990.24,45880.19,45973.65,36160199.19,45900.46
2022-04-05 19:00:00,46055.35,45485.05,45900.46,108134781.99,46033.52
2022-04-05 20:00:00,46110.13,45640.56,46033.52,80035414.9,45876.4
2022-04-05 21:00:00,45961.13,45759.21,45876.4,28623726.8,45956.63
2022-04-05 22:00:00,46049.88,45794.21,45956.63,36326141.82,45855.44
2022-04-05 23:00:00,45888.6,45382.83,45855.44,60370674.04,45501.58
2022-04-06 00:00:00,45515.59,44465.22,45501.58,192327497.67,45019.21
2022-04-06 01:00:00,45360.57,44978.79,45019.21,58314093.87,45190.7
2022-04-06 02:00:00,45371.95,45161.8,45190.7,34074499.18,45227.73
2022-04-06 03:00:00,45296.49,45149.55,45227.73,27322748.17,45222.36
2022-04-06 04:00:00,45381.68,45133.6,45222.36,27908142.73,45341.02
2022-04-06 05:00:00,45451.13,45319.5,45341.02,25602918.1,45378.93
2022-04-06 06:00:00,45490.17,45264.8,45378.93,33832810.13,45477.51
2022-04-06 07:00:00,45518.32,45256.5,45477.51,26160473.53,45293.21
2022-04-06 08:00:00,45405.57,45190.87,45293.21,34225749.2,45384.16
2022-04-06 09:00:00,45407.73,45225.37,45384.16,36043849.86,45335.18
2022-04-06 10:00:00,45462.99,45039.75,45335.18,62136975.52,45085.51
2022-04-06 11:00:00,45122.26,44688.32,45085.51,101201840.78,44824.36
2022-04-06 12:00:00,44988.8,44690.77,44824.36,53661983.81,44778.85
2022-04-06 13:00:00,44967.67,44139.62,44778.85,139941773.18,44183.81
2022-04-06 14:00:00,44432.46,43823.55,44183.81,187244589.51,44263.3
2022-04-06 15:00:00,44287.81,43690.46,44263.3,126891904.68,44162.71
2022-04-06 16:00:00,44249.66,43587.96,44162.71,127121698.45,43776.9
2022-04-06 17:00:00,43928.41,43406.12,43776.9,114473111.0,43829.89
2022-04-06 18:00:00,44274.82,43238.77,43829.89,198124966.87,43836.06
2022-04-06 19:00:00,43965.77,43531.76,43836.06,97038030.24,43751.62
2022-04-06 20:00:00,44031.49,43722.65,43751.62,85899405.05,43889.57
2022-04-06 21:00:00,43996.62,43811.81,43889.57,28089810.57,43857.46
2022-04-06 22:00:00,43868.51,43498.97,43857.46,31690306.22,43517.44
2022-04-06 23:00:00,43612.0,43129.76,43517.44,69066577.01,43177.78
2022-04-07 00:00:00,43560.92,42766.45,43177.78,121084242.0,42904.01
2022-04-07 01:00:00,43409.46,42883.91,42904.01,58844340.36,43393.44
2022-04-07 02:00:00,43424.81,43126.95,43393.44,33695250.8,43365.08
2022-04-07 03:00:00,43401.51,43151.71,43365.08,38846485.11,43302.76
2022-04-07 04:00:00,43487.24,43217.02,43302.76,33342491.98,43407.27
2022-04-07 05:00:00,43451.67,43228.7,43407.27,31451775.02,43391.44
2022-04-07 06:00:00,43491.49,43315.35,43391.44,21290840.32,43395.85
2022-04-07 07:00:00,43550.72,43379.85,43395.85,27123132.58,43452.76
2022-04-07 08:00:00,43553.21,43426.82,43452.76,19752535.94,43527.65
2022-04-07 09:00:00,43533.35,43289.25,43527.65,30371477.57,43459.57
2022-04-07 10:00:00,43482.93,43340.32,43459.57,18847038.0,43414.92
2022-04-07 11:00:00,43841.16,43316.04,43414.92,59884618.69,43763.23
2022-04-07 12:00:00,43894.7,43556.79,43763.23,41507831.64,43560.17
2022-04-07 13:00:00,43683.28,43333.48,43560.17,56661369.92,43653.22
2022-04-07 14:00:00,43781.47,43359.25,43653.22,58864719.97,43418.0
2022-04-07 15:00:00,43576.96,43041.32,43418.0,71491435.03,43334.13
2022-04-07 16:00:00,43496.21,43279.36,43334.13,37105077.9,43490.22
2022-04-07 17:00:00,43701.23,43481.33,43490.22,44795598.09,43667.98
2022-04-07 18:00:00,43821.27,43541.04,43667.98,47683341.14,43710.15
2022-04-07 19:00:00,43770.61,43382.15,43710.15,45406065.61,43388.6
2022-04-07 20:00:00,43601.82,43383.7,43388.6,26557656.87,43574.76
2022-04-07 21:00:00,43596.23,43216.8,43574.76,26828566.04,43526.81
2022-04-07 22:00:00,43641.34,43479.71,43526.81,17305395.54,43634.51
2022-04-07 23:00:00,43747.36,43430.61,43634.51,21151594.68,43466.21
2022-04-08 00:00:00,43528.25,43312.46,43466.21,24335578.68,43342.78
2022-04-08 01:00:00,43661.52,43319.65,43342.78,30901477.48,43623.03
2022-04-08 02:00:00,43701.69,43582.71,43623.03,19030790.78,43622.75
2022-04-08 03:00:00,43700.84,43559.72,43622.75,16394229.62,43621.93
2022-04-08 04:00:00,43666.05,43503.64,43621.93,10684432.81,43549.74
2022-04-08 05:00:00,43681.68,43486.87,43549.74,11949185.05,43659.91
2022-04-08 06:00:00,43673.61,43499.71,43659.91,22446310.57,43583.5
2022-04-08 07:00:00,43775.01,43428.17,43583.5,35308638.71,43770.22
2022-04-08 08:00:00,43982.39,43670.82,43770.22,41793435.04,43722.37
2022-04-08 09:00:00,43782.09,43538.87,43722.37,19936172.33,43596.76
2022-04-08 10:00:00,43631.32,43528.3,43596.76,19280734.36,43563.82
2022-04-08 11:00:00,43567.7,43272.51,43563.82,39505270.05,43305.44
2022-04-08 12:00:00,43411.27,43117.51,43305.44,38294526.83,43166.26
2022-04-08 13:00:00,43205.42,42766.22,43166.26,76054904.2,42926.73
2022-04-08 13:00:00,43205.42,42766.22,43166.26,76054904.2,42926.73
2022-04-08 14:00:00,43860.42,42900.61,42926.73,92578233.73,43769.12
2022-04-08 15:00:00,43968.27,43611.72,43769.12,86107749.53,43666.87
2022-04-08 16:00:00,43730.58,43426.11,43666.87,43265000.71,43452.22
2022-04-08 17:00:00,43469.31,42828.44,43452.22,78149339.12,43013.56
2022-04-08 18:00:00,43248.43,42467.7,43013.56,190190214.46,42927.39
2022-04-08 19:00:00,43191.4,42669.82,42927.39,54227672.31,42745.69
2022-04-08 20:00:00,42872.07,42549.49,42745.69,31757838.8,42809.68
2022-04-08 21:00:00,42859.62,42464.48,42809.68,21887696.93,42570.8
2022-04-08 22:00:00,42666.26,42270.96,42570.8,49558126.22,42316.09
2022-04-08 23:00:00,42361.44,42123.42,42316.09,45101381.88,42273.38
2022-04-09 00:00:00,42454.86,42176.42,42273.38,41191856.96,42446.98
2022-04-09 01:00:00,42469.13,42308.44,42446.98,16685233.23,42431.49
2022-04-09 02:00:00,42445.13,42179.67,42431.49,15367762.53,42192.53
2022-04-09 03:00:00,42445.83,42136.04,42192.53,22632995.13,42395.73
2022-04-09 04:00:00,42552.59,42354.15,42395.73,13356733.75,42410.94
2022-04-09 05:00:00,42634.69,42410.94,42410.94,17769617.54,42598.95
2022-04-09 06:00:00,42605.01,42423.36,42598.95,10073975.04,42450.07
2022-04-09 07:00:00,42511.2,42363.44,42450.07,17606213.37,42484.45
2022-04-09 08:00:00,42510.06,42381.6,42484.45,8985049.87,42465.09
2022-04-09 09:00:00,42491.84,42410.62,42465.09,8867951.82,42453.83
2022-04-09 10:00:00,42489.59,42345.81,42453.83,16742049.85,42476.63
2022-04-09 11:00:00,42544.13,42444.13,42476.63,9700947.22,42452.85
2022-04-09 12:00:00,42523.04,42415.06,42452.85,9405766.08,42507.48
2022-04-09 13:00:00,42520.26,42460.58,42507.48,9869280.94,42471.29
2022-04-09 14:00:00,42504.62,42374.88,42471.29,14957140.97,42462.84
2022-04-09 15:00:00,42476.19,42203.37,42462.84,27919599.89,42226.62
2022-04-09 16:00:00,42529.56,42197.83,42226.62,18187931.45,42458.83
2022-04-09 17:00:00,42620.73,42426.48,42458.83,13598481.7,42587.23
2022-04-09 18:00:00,42639.11,42468.86,42587.23,13275328.38,42486.86
2022-04-09 19:00:00,42597.4,42468.31,42486.86,14119483.3,42533.53
2022-04-09 20:00:00,42653.49,42445.57,42533.53,11681204.11,42446.83
2022-04-09 21:00:00,42593.8,42413.89,42446.83,11364326.76,42577.7
2022-04-09 22:00:00,42649.49,42525.11,42577.7,12855452.34,42557.28
2022-04-09 23:00:00,42813.04,42501.96,42557.28,27957116.63,42768.61
2022-04-10 00:00:00,42793.28,42609.66,42768.61,14517677.84,42647.17
2022-04-10 01:00:00,42799.5,42615.13,42647.17,7927926.42,42789.73
2022-04-10 02:00:00,42894.69,42750.81,42789.73,13884610.44,42846.82
2022-04-10 03:00:00,42900.23,42789.58,42846.82,12290556.64,42796.89
2022-04-10 04:00:00,42802.68,42731.59,42796.89,6918045.74,42754.23
2022-04-10 05:00:00,42805.78,42669.38,42754.23,9331386.79,42673.33
2022-04-10 06:00:00,42806.73,42666.0,42673.33,8404005.7,42800.75
2022-04-10 07:00:00,42809.31,42597.33,42800.75,8571112.04,42648.3
2022-04-10 08:00:00,42730.23,42584.43,42648.3,6552744.15,42655.19
2022-04-10 09:00:00,42670.06,42512.73,42655.19,11960980.03,42533.26
2022-04-10 10:00:00,42573.81,42463.46,42533.26,11227906.03,42534.47
2022-04-10 11:00:00,42735.86,42531.53,42534.47,9944758.59,42706.11
2022-04-10 12:00:00,42856.33,42549.52,42706.11,21198164.64,42605.14
2022-04-10 13:00:00,42678.86,42546.99,42605.14,7266627.37,42594.09
2022-04-10 14:00:00,42764.84,42560.65,42594.09,16769140.95,42711.22
2022-04-10 15:00:00,42786.65,42661.05,42711.22,11622185.33,42767.18
2022-04-10 16:00:00,42819.08,42691.68,42767.18,13446468.16,42801.7
2022-04-10 17:00:00,43387.81,42801.4,42801.7,81555786.71,43124.86
2022-04-10 18:00:00,43267.21,43097.81,43124.86,18493506.94,43133.1
2022-04-10 19:00:00,43298.0,43089.54,43133.1,19357908.0,43260.55
2022-04-10 20:00:00,43442.48,43119.13,43260.55,30703295.53,43120.12
2022-04-10 21:00:00,43213.05,42696.36,43120.12,38514588.41,42715.89
2022-04-10 22:00:00,42738.77,41921.59,42715.89,120463122.6,42146.53
2022-04-10 23:00:00,42407.66,42005.49,42146.53,48388900.4,42153.77
2022-04-11 00:00:00,42382.57,41823.78,42153.77,72310346.68,42315.98
2022-04-11 01:00:00,42422.86,42165.65,42315.98,19234263.28,42173.29
2022-04-11 02:00:00,42229.22,41826.82,42173.29,41921702.9,41927.97
2022-04-11 03:00:00,42158.06,41848.83,41927.97,25304646.08,42125.71
2022-04-11 04:00:00,42289.53,42105.53,42125.71,19821182.95,42268.11
2022-04-11 05:00:00,42315.87,42208.63,42268.11,10255564.63,42302.73
2022-04-11 06:00:00,42347.81,42188.73,42302.73,10471450.37,42266.66
2022-04-11 07:00:00,42362.73,42188.99,42266.66,17400701.25,42332.18
2022-04-11 08:00:00,42367.31,42108.69,42332.18,16646908.78,42221.6
2022-04-11 09:00:00,42221.6,41482.8,42221.6,77275962.97,41482.8
2022-04-11 10:00:00,41648.84,41248.76,41482.8,95978634.82,41608.52
2022-04-11 11:00:00,41608.52,41000.5,41608.52,94711917.6,41081.01
2022-04-11 12:00:00,41247.87,40950.36,41081.01,55572959.25,41162.41
2022-04-11 13:00:00,41190.02,41008.93,41162.41,15165203.38,41021.21
